Disease;Symptom_1;Symptom_2;Symptom_3;Symptom_4
hepatitis A;vomiting;yellowish_skin;dark_urine;nausea
hepatitis A;joint_pain;yellowish_skin;dark_urine;nausea
hepatitis A;joint_pain;vomiting;dark_urine;nausea
hepatitis A;joint_pain;vomiting;yellowish_skin;nausea
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine
hepatitis A;joint_pain;vomiting;yellowish_skin;dark_urine
Hepatitis B;itching;fatigue;lethargy;yellowish_skin
Hepatitis B;itching;fatigue;lethargy;yellowish_skin
Hepatitis B;fatigue;lethargy;yellowish_skin;dark_urine
Hepatitis B;itching;lethargy;yellowish_skin;dark_urine
Hepatitis B;itching;fatigue;yellowish_skin;dark_urine
Hepatitis B;itching;fatigue;lethargy;dark_urine
Hepatitis B;itching;fatigue;lethargy;yellowish_skin
Hepatitis B;itching;fatigue;lethargy;yellowish_skin
Hepatitis B;itching;fatigue;lethargy;yellowish_skin
Hepatitis B;itching;fatigue;lethargy;yellowish_skin
Hepatitis C;fatigue;yellowish_skin;nausea;loss_of_appetite
Hepatitis C;fatigue;yellowish_skin;nausea;loss_of_appetite
Hepatitis C;yellowish_skin;nausea;loss_of_appetite;yellowing_of_eyes
Hepatitis C;fatigue;nausea;loss_of_appetite;yellowing_of_eyes
Hepatitis C;fatigue;yellowish_skin;loss_of_appetite;yellowing_of_eyes
Hepatitis C;fatigue;yellowish_skin;nausea;yellowing_of_eyes
Hepatitis C;fatigue;yellowish_skin;nausea;loss_of_appetite
Hepatitis C;fatigue;yellowish_skin;nausea;loss_of_appetite
Hepatitis C;fatigue;yellowish_skin;nausea;loss_of_appetite
Hepatitis C;fatigue;yellowish_skin;nausea;loss_of_appetite
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin
Hepatitis D;vomiting;fatigue;yellowish_skin;dark_urine
Hepatitis D;joint_pain;fatigue;yellowish_skin;dark_urine
Hepatitis D;joint_pain;vomiting;yellowish_skin;dark_urine
Hepatitis D;joint_pain;vomiting;fatigue;dark_urine
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin
Hepatitis D;joint_pain;vomiting;fatigue;yellowish_skin
Hepatitis E;joint_pain;vomiting;fatigue;fever
Hepatitis E;joint_pain;vomiting;fatigue;fever
Hepatitis E;joint_pain;vomiting;fatigue;fever
Hepatitis E;vomiting;fatigue;fever;yellowish_skin
Hepatitis E;joint_pain;fatigue;fever;yellowish_skin
Hepatitis E;joint_pain;vomiting;fever;yellowish_skin
Hepatitis E;joint_pain;vomiting;fatigue;yellowish_skin
Hepatitis E;joint_pain;vomiting;fatigue;fever
Hepatitis E;joint_pain;vomiting;fatigue;fever
Hepatitis E;joint_pain;vomiting;fatigue;fever
Alcoholic hepatitis;vomiting;yellowish_skin;abdominal_pain;swelling_of_stomach
Alcoholic hepatitis;vomiting;yellowish_skin;abdominal_pain;swelling_of_stomach
Alcoholic hepatitis;yellowish_skin;abdominal_pain;swelling_of_stomach;distention_of_abdomen
Alcoholic hepatitis;vomiting;abdominal_pain;swelling_of_stomach;distention_of_abdomen
Alcoholic hepatitis;vomiting;yellowish_skin;swelling_of_stomach;distention_of_abdomen
Alcoholic hepatitis;vomiting;yellowish_skin;abdominal_pain;distention_of_abdomen
Alcoholic hepatitis;vomiting;yellowish_skin;abdominal_pain;swelling_of_stomach
Alcoholic hepatitis;vomiting;yellowish_skin;abdominal_pain;swelling_of_stomach
Alcoholic hepatitis;vomiting;yellowish_skin;abdominal_pain;swelling_of_stomach
Alcoholic hepatitis;vomiting;yellowish_skin;abdominal_pain;swelling_of_stomach
Tuberculosis;chills;vomiting;fatigue;weight_loss
Tuberculosis;chills;vomiting;fatigue;weight_loss
Tuberculosis;vomiting;fatigue;weight_loss;cough
Tuberculosis;chills;fatigue;weight_loss;cough
Tuberculosis;chills;vomiting;weight_loss;cough
Tuberculosis;chills;vomiting;fatigue;cough
Tuberculosis;chills;vomiting;fatigue;weight_loss
Tuberculosis;chills;vomiting;fatigue;weight_loss
Tuberculosis;chills;vomiting;fatigue;weight_loss
Tuberculosis;chills;vomiting;fatigue;weight_loss
Common Cold;continuous_sneezing;chills;fatigue;cough
Common Cold;continuous_sneezing;chills;fatigue;cough
Common Cold;chills;fatigue;cough;fever
Common Cold;continuous_sneezing;fatigue;cough;fever
Common Cold;continuous_sneezing;chills;cough;fever
Common Cold;continuous_sneezing;chills;fatigue;fever
Common Cold;continuous_sneezing;chills;fatigue;cough
Common Cold;continuous_sneezing;chills;fatigue;cough
Common Cold;continuous_sneezing;chills;fatigue;cough
Common Cold;continuous_sneezing;chills;fatigue;cough
Pneumonia;chills;fatigue;cough;fever
Pneumonia;chills;fatigue;cough;fever
Pneumonia;chills;fatigue;cough;fever
Pneumonia;fatigue;cough;fever;breathlessness
Pneumonia;chills;cough;fever;breathlessness
Pneumonia;chills;fatigue;fever;breathlessness
Pneumonia;chills;fatigue;cough;breathlessness
Pneumonia;chills;fatigue;cough;fever
Pneumonia;chills;fatigue;cough;fever
Pneumonia;chills;fatigue;cough;fever
Dimorphic hemmorhoids(piles);constipation;pain_during_bowel_movements;pain_in_anal_region;bloody_stool
Dimorphic hemmorhoids(piles);constipation;pain_during_bowel_movements;pain_in_anal_region;bloody_stool
Dimorphic hemmorhoids(piles);constipation;pain_during_bowel_movements;pain_in_anal_region;bloody_stool
Dimorphic hemmorhoids(piles);pain_during_bowel_movements;pain_in_anal_region;bloody_stool;irritation_in_anus
Dimorphic hemmorhoids(piles);constipation;pain_in_anal_region;bloody_stool;irritation_in_anus
Dimorphic hemmorhoids(piles);constipation;pain_during_bowel_movements;bloody_stool;irritation_in_anus
Dimorphic hemmorhoids(piles);constipation;pain_during_bowel_movements;pain_in_anal_region;irritation_in_anus
Dimorphic hemmorhoids(piles);constipation;pain_during_bowel_movements;pain_in_anal_region;bloody_stool
Dimorphic hemmorhoids(piles);constipation;pain_during_bowel_movements;pain_in_anal_region;bloody_stool
Dimorphic hemmorhoids(piles);constipation;pain_during_bowel_movements;pain_in_anal_region;bloody_stool
Heart attack;vomiting;breathlessness;sweating;chest_pain
Heart attack;vomiting;breathlessness;sweating;chest_pain
Heart attack;breathlessness;sweating;chest_pain;
Heart attack;vomiting;sweating;chest_pain;
Heart attack;vomiting;breathlessness;chest_pain;
Heart attack;vomiting;breathlessness;sweating;
Heart attack;vomiting;breathlessness;sweating;chest_pain
Heart attack;breathlessness;sweating;chest_pain;
Heart attack;vomiting;sweating;chest_pain;
Heart attack;vomiting;breathlessness;chest_pain;
Varicose veins;fatigue;cramps;bruising;obesity
Varicose veins;fatigue;cramps;bruising;obesity
Varicose veins;cramps;bruising;obesity;swollen_legs
Varicose veins;fatigue;bruising;obesity;swollen_legs
Varicose veins;fatigue;cramps;obesity;swollen_legs
Varicose veins;fatigue;cramps;bruising;swollen_legs
Varicose veins;fatigue;cramps;bruising;obesity
Varicose veins;fatigue;cramps;bruising;obesity
Varicose veins;fatigue;cramps;bruising;obesity
Varicose veins;fatigue;cramps;bruising;obesity
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings
Hypothyroidism;weight_gain;cold_hands_and_feets;mood_swings;lethargy
Hypothyroidism;weight_gain;cold_hands_and_feets;mood_swings;lethargy
Hypothyroidism;fatigue;cold_hands_and_feets;mood_swings;lethargy
Hypothyroidism;fatigue;weight_gain;mood_swings;lethargy
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;lethargy
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings
Hypothyroidism;fatigue;weight_gain;cold_hands_and_feets;mood_swings
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness
Hyperthyroidism;mood_swings;weight_loss;restlessness;sweating
Hyperthyroidism;fatigue;weight_loss;restlessness;sweating
Hyperthyroidism;fatigue;mood_swings;restlessness;sweating
Hyperthyroidism;fatigue;mood_swings;weight_loss;sweating
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness
Hyperthyroidism;fatigue;mood_swings;weight_loss;restlessness
Hypoglycemia;vomiting;fatigue;anxiety;sweating
Hypoglycemia;vomiting;fatigue;anxiety;sweating
Hypoglycemia;vomiting;fatigue;anxiety;sweating
Hypoglycemia;fatigue;anxiety;sweating;headache
Hypoglycemia;vomiting;anxiety;sweating;headache
Hypoglycemia;vomiting;fatigue;sweating;headache
Hypoglycemia;vomiting;fatigue;anxiety;headache
Hypoglycemia;vomiting;fatigue;anxiety;sweating
Hypoglycemia;vomiting;fatigue;anxiety;sweating
Hypoglycemia;vomiting;fatigue;anxiety;sweating
Osteoarthristis;joint_pain;neck_pain;knee_pain;hip_joint_pain
Osteoarthristis;joint_pain;neck_pain;knee_pain;hip_joint_pain
Osteoarthristis;neck_pain;knee_pain;hip_joint_pain;swelling_joints
Osteoarthristis;joint_pain;knee_pain;hip_joint_pain;swelling_joints
Osteoarthristis;joint_pain;neck_pain;hip_joint_pain;swelling_joints
Osteoarthristis;joint_pain;neck_pain;knee_pain;swelling_joints
Osteoarthristis;joint_pain;neck_pain;knee_pain;hip_joint_pain
Osteoarthristis;joint_pain;neck_pain;knee_pain;hip_joint_pain
Osteoarthristis;joint_pain;neck_pain;knee_pain;hip_joint_pain
Osteoarthristis;joint_pain;neck_pain;knee_pain;hip_joint_pain
Arthritis;muscle_weakness;stiff_neck;swelling_joints;movement_stiffness
Arthritis;muscle_weakness;stiff_neck;swelling_joints;movement_stiffness
Arthritis;stiff_neck;swelling_joints;movement_stiffness;painful_walking
Arthritis;muscle_weakness;swelling_joints;movement_stiffness;painful_walking
Arthritis;muscle_weakness;stiff_neck;movement_stiffness;painful_walking
Arthritis;muscle_weakness;stiff_neck;swelling_joints;painful_walking
Arthritis;muscle_weakness;stiff_neck;swelling_joints;movement_stiffness
Arthritis;muscle_weakness;stiff_neck;swelling_joints;movement_stiffness
Arthritis;muscle_weakness;stiff_neck;swelling_joints;movement_stiffness
Arthritis;muscle_weakness;stiff_neck;swelling_joints;movement_stiffness
(vertigo) Paroymsal  Positional Vertigo;vomiting;headache;nausea;spinning_movements
(vertigo) Paroymsal  Positional Vertigo;vomiting;headache;nausea;spinning_movements
(vertigo) Paroymsal  Positional Vertigo;headache;nausea;spinning_movements;loss_of_balance
(vertigo) Paroymsal  Positional Vertigo;vomiting;nausea;spinning_movements;loss_of_balance
(vertigo) Paroymsal  Positional Vertigo;vomiting;headache;spinning_movements;loss_of_balance
(vertigo) Paroymsal  Positional Vertigo;vomiting;headache;nausea;loss_of_balance
(vertigo) Paroymsal  Positional Vertigo;vomiting;headache;nausea;spinning_movements
(vertigo) Paroymsal  Positional Vertigo;vomiting;headache;nausea;spinning_movements
(vertigo) Paroymsal  Positional Vertigo;vomiting;headache;nausea;spinning_movements
(vertigo) Paroymsal  Positional Vertigo;vomiting;headache;nausea;loss_of_balance
Acne;rash;pus_filled_pimples;blackheads;scurring
Acne;rash;pus_filled_pimples;blackheads;scurring
Acne;pus_filled_pimples;blackheads;scurring;
Acne;rash;blackheads;scurring;
Acne;rash;pus_filled_pimples;scurring;
Acne;rash;pus_filled_pimples;blackheads;
Acne;rash;pus_filled_pimples;blackheads;scurring
Acne;rash;pus_filled_pimples;blackheads;
Acne;rash;pus_filled_pimples;scurring;
Acne;rash;blackheads;scurring;
Urinary tract infection;burning_micturition;bladder_discomfort;foul_smell_of urine;continuous_feel_of_urine
Urinary tract infection;burning_micturition;bladder_discomfort;foul_smell_of urine;continuous_feel_of_urine
Urinary tract infection;bladder_discomfort;foul_smell_of urine;continuous_feel_of_urine;
Urinary tract infection;burning_micturition;foul_smell_of urine;continuous_feel_of_urine;
Urinary tract infection;burning_micturition;bladder_discomfort;continuous_feel_of_urine;
Urinary tract infection;burning_micturition;bladder_discomfort;foul_smell_of urine;
Urinary tract infection;burning_micturition;bladder_discomfort;foul_smell_of urine;continuous_feel_of_urine
Urinary tract infection;burning_micturition;bladder_discomfort;continuous_feel_of_urine;
Urinary tract infection;bladder_discomfort;foul_smell_of urine;continuous_feel_of_urine;
Urinary tract infection;burning_micturition;bladder_discomfort;continuous_feel_of_urine;
Psoriasis;rash;joint_pain;skin_peeling;silver_like_dusting
Psoriasis;rash;joint_pain;skin_peeling;silver_like_dusting
Psoriasis;joint_pain;skin_peeling;silver_like_dusting;small_dents_in_nails
Psoriasis;rash;skin_peeling;silver_like_dusting;small_dents_in_nails
Psoriasis;rash;joint_pain;silver_like_dusting;small_dents_in_nails
Psoriasis;rash;joint_pain;skin_peeling;small_dents_in_nails
Psoriasis;rash;joint_pain;skin_peeling;silver_like_dusting
Psoriasis;rash;joint_pain;skin_peeling;silver_like_dusting
Psoriasis;rash;joint_pain;skin_peeling;silver_like_dusting
Psoriasis;rash;joint_pain;skin_peeling;silver_like_dusting
Impetigo;rash;fever;blister;red_sore_around_nose
Impetigo;rash;fever;blister;red_sore_around_nose
Impetigo;fever;blister;red_sore_around_nose;yellow_crust_ooze
Impetigo;rash;blister;red_sore_around_nose;yellow_crust_ooze
Impetigo;rash;blister;red_sore_around_nose;yellow_crust_ooze
Impetigo;rash;fever;red_sore_around_nose;yellow_crust_ooze
Impetigo;rash;fever;blister;yellow_crust_ooze
Impetigo;rash;fever;blister;red_sore_around_nose
Impetigo;rash;fever;blister;red_sore_around_nose
Impetigo;rash;blister;red_sore_around_nose;yellow_crust_ooze
Fungal infection;itching;rash;nodal_skin_eruptions;dischromic _patches
Fungal infection;rash;nodal_skin_eruptions;dischromic _patches;
Fungal infection;itching;nodal_skin_eruptions;dischromic _patches;
Fungal infection;itching;rash;dischromic _patches;
Fungal infection;itching;rash;nodal_skin_eruptions;
Fungal infection;rash;nodal_skin_eruptions;dischromic _patches;
Fungal infection;itching;nodal_skin_eruptions;dischromic _patches;
Fungal infection;itching;rash;dischromic _patches;
Fungal infection;itching;rash;nodal_skin_eruptions;
Fungal infection;itching;rash;nodal_skin_eruptions;dischromic _patches
Allergy;continuous_sneezing;shivering;chills;watering_from_eyes
Allergy;shivering;chills;watering_from_eyes;
Allergy;continuous_sneezing;chills;watering_from_eyes;
Allergy;continuous_sneezing;shivering;watering_from_eyes;
Allergy;continuous_sneezing;shivering;chills;
Allergy;shivering;chills;watering_from_eyes;
Allergy;continuous_sneezing;chills;watering_from_eyes;
Allergy;continuous_sneezing;shivering;watering_from_eyes;
Allergy;continuous_sneezing;shivering;chills;
Allergy;continuous_sneezing;shivering;chills;watering_from_eyes
GERD;stomach_pain;acidity;ulcers_on_tongue;vomiting
GERD;stomach_pain;ulcers_on_tongue;vomiting;cough
GERD;stomach_pain;acidity;vomiting;cough
GERD;stomach_pain;acidity;ulcers_on_tongue;cough
GERD;stomach_pain;acidity;ulcers_on_tongue;vomiting
GERD;stomach_pain;acidity;ulcers_on_tongue;vomiting
GERD;acidity;ulcers_on_tongue;vomiting;cough
